"id","ak1","ak2","exp","cou","di1","di2","emo","wo1","poi","rbe","rhy","sso","tel","wo3","wo2","un1","un2","tur","st","age","gr1","gr2","mh1","mh2","bor","sex","rtc","ssc","owp","onp","nch","em1","em2","pan"
22305,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,7,7,1,1,4,2,3,4,NA,NA,4,5,1,3
22309,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,1,0,0,NA,1,1,5,2,1,4,3,2,4,4,NA,NA,2,1,1,3
22310,0,0,2,3,0,0,2,0,0,2,2,2,0,0,0,0,0,2,1,3,5,4,2,2,2,2,4,4,3,4,2,5,1,3
22312,0,0,2,3,0,0,2,0,0,4,4,4,0,0,0,0,0,2,1,3,7,7,1,1,2,2,4,4,3,3,2,1,5,2
22314,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,7,3,2,2,2,1,2,2,NA,NA,2,1,1,3
22317,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,3,5,7,5,2,1,2,2,3,3,3,3,2,1,5,3
22320,0,0,1,1,0,1,2,0,0,1,2,1,0,0,0,0,1,2,4,5,9,7,3,4,1,2,3,3,3,3,1,1,1,3
22322,0,0,2,3,0,0,2,0,0,4,3,3,0,0,0,0,0,2,4,3,7,8,4,3,3,2,4,4,2,2,2,1,1,3
22325,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,7,7,2,1,3,2,4,4,NA,NA,2,1,1,3
22329,0,0,3,2,0,0,2,0,0,2,2,3,1,0,0,0,1,3,1,3,9,7,3,3,1,2,3,4,2,3,1,1,1,2
22335,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,3,2,7,7,3,2,2,1,4,4,NA,NA,2,2,1,3
22336,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,3,5,8,7,3,3,2,2,4,4,4,3,3,1,1,3
22337,0,0,2,2,0,0,3,0,0,4,4,4,0,0,0,0,0,2,2,4,9,9,3,3,2,2,4,4,3,3,3,1,1,3
22343,0,0,1,3,0,0,1,0,0,1,3,4,0,0,0,0,0,2,1,3,8,7,2,2,3,2,2,2,2,3,2,1,4,2
22347,0,0,2,2,0,0,2,0,0,3,1,2,0,0,0,0,0,2,2,4,8,7,2,2,1,1,4,4,3,2,1,1,1,3
22356,0,0,2,1,0,0,2,0,0,2,2,2,0,0,0,0,0,2,3,3,7,7,2,2,1,2,2,2,2,3,1,1,1,2
22364,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,9,9,2,2,3,2,4,3,NA,NA,2,5,1,2
22375,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,7,7,1,1,1,2,4,4,NA,NA,1,1,1,3
22376,0,0,1,1,0,0,2,0,0,2,2,1,0,0,0,0,0,2,1,5,7,7,2,2,3,2,4,4,5,5,2,1,1,3
22381,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,7,7,2,1,3,2,4,4,NA,NA,2,1,1,2
22386,0,0,2,2,0,0,4,0,0,1,2,2,0,0,0,1,0,2,3,5,8,NA,3,NA,3,2,3,2,4,4,3,1,NA,3
22389,0,0,1,2,0,0,1,0,0,2,2,2,0,0,0,0,0,2,2,4,5,8,4,4,1,1,4,4,5,5,1,1,1,3
22393,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,8,7,1,3,1,1,4,4,NA,NA,1,1,1,2
22394,0,0,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,5,8,NA,2,NA,1,2,4,3,5,4,1,2,NA,3
22397,0,0,2,1,0,0,3,0,0,2,1,2,0,0,0,0,0,2,1,4,7,7,3,2,1,1,3,3,4,3,1,1,1,3
22398,0,0,2,2,0,0,2,0,0,2,1,2,0,0,0,0,0,3,1,5,7,8,1,1,1,2,3,3,5,5,1,1,1,2
22405,0,0,2,2,0,0,2,0,0,2,1,1,0,0,0,0,0,2,3,5,8,8,2,2,3,2,3,4,5,5,2,1,1,3
22413,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,7,6,2,2,4,2,3,3,NA,NA,3,1,2,2
22414,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,7,7,3,1,1,2,4,4,NA,NA,1,2,1,3
22421,0,0,1,2,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,5,6,3,2,3,3,2,2,3,3,4,2,1,4,3
22422,0,0,1,1,0,0,4,0,0,2,2,2,0,0,0,0,0,2,1,3,7,5,2,1,2,1,3,3,3,4,2,1,1,3
22423,0,0,2,3,0,0,3,1,0,2,2,2,0,0,0,0,0,3,3,4,8,9,2,2,1,1,4,3,3,3,1,1,1,3
22433,0,0,1,2,0,0,3,0,0,1,1,1,0,0,0,0,0,2,1,5,8,8,2,4,3,1,4,4,3,4,2,4,1,3
22434,0,0,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,2,4,4,7,7,2,1,3,1,2,4,4,4,2,2,1,3
22435,0,0,1,2,0,0,1,0,0,1,2,2,0,0,0,0,0,2,2,5,5,5,1,1,1,2,3,3,5,5,1,1,1,3
22436,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,2,1,8,8,1,2,4,1,3,2,NA,NA,3,1,1,3
22437,1,1,NA,NA,1,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,3,1,8,8,1,1,3,1,2,3,NA,NA,2,1,1,3
22439,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,2,2,5,5,5,2,2,3,1,2,2,2,2,2,1,1,3
22440,0,0,1,2,0,0,2,0,0,2,2,2,0,0,0,0,0,3,2,4,9,7,2,2,4,1,4,4,3,4,4,1,5,3
22441,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,3,2,7,6,2,3,1,2,3,3,NA,NA,1,5,1,3
22443,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,5,2,4,7,1,1,3,2,2,4,NA,NA,2,1,1,3
22444,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,7,9,3,3,2,1,4,4,NA,NA,2,1,1,3
22446,0,1,NA,NA,0,1,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,4,2,7,7,3,2,1,1,4,4,NA,NA,1,5,1,3
22448,0,0,2,2,0,0,2,0,0,2,2,2,0,0,0,0,0,2,3,5,6,7,2,2,3,1,2,2,1,1,4,5,1,2
22452,0,0,1,3,0,0,1,0,0,4,4,5,0,0,0,0,0,2,3,3,3,6,2,2,4,1,2,4,4,4,4,5,5,3
22454,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,1,5,8,6,2,2,3,2,2,2,3,3,4,1,1,3
22458,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,7,6,1,1,3,1,4,4,NA,NA,2,1,1,3
22461,0,0,1,1,0,0,2,0,0,4,4,4,0,0,0,0,0,2,1,3,8,8,2,1,1,2,4,4,3,2,1,1,1,3
22470,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,4,5,6,5,1,2,1,2,3,3,4,5,1,1,5,3
22471,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,1,0,0,NA,1,2,8,8,3,3,3,2,4,4,NA,NA,2,1,1,3
22472,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,2,4,5,8,NA,3,NA,1,1,4,4,3,4,1,1,NA,3
22477,0,0,1,4,0,0,2,0,0,2,3,1,0,0,0,0,0,2,2,4,7,6,1,1,4,1,4,4,3,3,4,5,1,2
22478,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,7,7,2,2,1,2,2,2,NA,NA,1,1,1,3
22483,0,0,2,2,0,0,2,0,0,1,2,1,0,0,0,0,0,2,2,3,8,9,2,1,1,1,4,4,1,2,1,5,1,2
22492,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,5,7,5,2,2,3,2,4,4,4,5,2,1,1,3
22493,0,0,1,1,0,0,1,0,0,1,1,2,0,0,0,0,0,2,2,4,7,5,2,2,4,1,4,3,5,5,3,1,1,3
22495,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,7,7,1,1,2,1,4,3,NA,NA,2,1,1,3
22497,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,5,5,1,1,1,1,4,4,NA,NA,1,5,1,3
22498,0,0,1,3,0,0,1,0,0,2,2,2,0,0,0,0,0,3,3,5,3,2,2,2,3,1,3,3,4,4,2,3,1,3
22502,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,5,2,7,3,2,2,2,1,2,2,NA,NA,2,1,1,3
22504,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,8,8,1,1,5,1,4,4,NA,NA,4,1,1,3
22509,0,0,2,2,0,0,2,0,0,1,2,1,0,0,0,0,0,2,3,3,9,7,1,2,2,2,4,4,3,4,2,1,1,2
22513,0,0,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,3,2,4,8,8,1,1,2,2,2,4,4,3,2,1,1,3
22518,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,2,1,7,7,3,3,1,2,2,4,NA,NA,1,1,1,3
22519,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,2,4,9,7,3,2,4,1,4,3,5,5,3,1,1,3
22526,0,0,1,2,0,0,2,0,0,1,1,1,0,0,0,0,0,2,1,4,7,NA,2,NA,2,1,4,4,5,5,2,1,NA,3
22539,0,0,2,2,0,0,3,0,0,2,2,2,0,0,0,0,0,2,1,5,4,7,2,2,4,2,3,4,2,4,4,5,1,3
22542,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,7,8,4,4,1,2,4,4,NA,NA,1,1,2,3
22544,0,0,1,2,0,0,2,0,0,1,2,1,0,0,0,0,0,4,3,3,7,7,1,1,3,1,4,4,3,4,2,2,3,3
22550,0,0,2,1,0,0,2,0,0,2,1,1,0,0,0,0,0,2,2,5,7,9,1,1,1,1,4,4,3,3,1,5,1,3
22556,0,0,1,2,0,0,2,0,0,4,1,2,1,0,0,0,0,2,3,5,7,9,2,1,3,1,3,4,4,4,3,5,1,3
22560,0,0,1,1,0,0,2,0,0,2,1,2,0,0,0,0,0,2,2,5,7,7,1,2,3,1,4,3,3,2,3,2,1,3
22562,0,0,3,2,0,0,2,0,0,2,4,4,0,0,0,0,0,4,2,3,3,3,4,3,1,2,4,4,3,1,1,1,1,3
22564,0,0,2,1,0,0,2,0,0,1,3,2,0,0,0,0,0,3,3,5,7,8,2,1,1,1,3,2,3,3,1,3,1,3
22565,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,7,4,3,3,1,2,4,4,NA,NA,1,1,1,3
22568,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,3,2,9,7,1,1,1,2,4,4,NA,NA,1,1,2,3
22574,0,0,1,2,0,0,1,0,0,2,2,1,0,0,0,0,0,1,3,5,5,5,2,1,1,2,2,2,4,5,1,4,1,3
22580,0,0,1,1,0,0,2,0,0,3,1,1,0,0,0,0,0,2,3,4,8,7,1,1,4,1,2,4,3,5,3,2,1,3
22582,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,4,5,9,7,1,1,2,1,3,3,4,5,2,1,1,3
22586,0,0,2,3,0,0,2,0,0,5,3,5,0,0,0,0,0,4,1,3,7,8,3,2,1,1,4,4,4,4,1,1,1,3
22588,0,0,2,2,0,0,2,0,0,2,2,2,0,0,0,0,0,3,3,3,9,4,2,2,1,2,4,4,4,4,1,1,2,3
22593,0,0,1,1,0,0,2,0,0,2,1,1,0,0,0,0,0,2,4,5,8,8,3,3,4,2,2,4,2,3,3,1,1,3
22596,0,0,2,4,0,0,2,0,0,4,4,4,1,0,0,0,0,1,3,3,5,5,2,3,5,2,4,2,4,5,4,5,1,3
22597,0,0,1,2,0,0,2,0,0,2,1,2,0,0,0,0,0,2,2,5,3,NA,3,NA,1,2,2,2,4,4,1,2,NA,3
22600,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,4,9,NA,1,NA,1,2,4,4,5,5,1,1,NA,2
22604,0,0,2,4,0,0,4,0,0,4,4,4,0,0,0,0,0,2,3,3,8,9,3,3,3,1,2,2,2,2,3,5,1,3
22606,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,9,7,4,1,4,1,4,4,NA,NA,3,1,4,2
22609,0,0,2,1,0,0,2,0,0,2,3,3,0,0,0,0,0,3,2,5,9,8,2,2,3,1,4,4,3,4,2,2,1,3
22610,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,9,7,2,2,1,1,4,4,NA,NA,1,1,1,2
22611,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,5,5,7,7,3,2,1,2,4,4,1,2,1,1,1,3
22615,0,0,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,4,7,6,1,3,2,1,4,4,4,5,2,1,1,2
22616,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,1,5,3,6,6,1,1,1,1,2,2,5,4,1,2,4,2
22620,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,5,5,2,2,3,2,2,2,NA,NA,2,1,1,3
22621,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,3,NA,2,NA,1,1,2,3,NA,NA,1,1,NA,4
22622,0,0,1,4,0,0,1,0,0,1,2,1,0,0,0,0,0,2,4,4,6,4,2,2,4,2,2,4,3,4,3,5,1,3
22624,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,3,4,1,1,3,2,3,4,NA,NA,2,1,1,2
22629,0,0,1,3,0,0,1,0,0,4,2,2,0,0,0,0,0,2,3,3,7,7,2,2,2,2,4,4,1,2,2,5,1,3
22630,0,0,1,1,0,0,2,0,0,2,3,3,0,0,0,0,0,1,4,5,3,3,2,3,4,1,2,4,3,3,3,1,1,2
22632,0,0,NA,NA,0,0,NA,0,1,NA,NA,NA,1,0,0,0,1,NA,3,2,5,7,4,2,1,1,4,4,NA,NA,1,1,1,3
22634,0,0,2,2,0,0,2,0,0,2,4,2,0,0,0,0,0,2,5,3,6,7,3,2,1,1,4,4,2,2,1,1,1,3
22638,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,2,4,4,8,5,1,2,1,2,2,2,4,5,1,1,1,3
22639,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,1,0,0,NA,2,1,7,7,2,2,1,1,4,4,NA,NA,1,2,1,3
22640,0,0,2,3,0,1,2,0,0,2,3,1,0,0,0,0,0,4,2,4,7,3,4,3,2,1,2,3,2,1,2,1,1,3
22641,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,8,6,3,2,2,1,4,4,NA,NA,2,1,1,3
22644,0,0,2,3,0,0,2,0,0,1,1,2,0,0,0,0,0,3,4,3,8,4,2,2,3,1,2,2,2,3,2,2,1,3
22650,0,0,2,3,0,0,2,0,0,2,2,2,0,0,0,0,0,2,3,3,6,5,2,2,1,2,4,4,3,4,1,5,1,2
22652,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,5,2,5,2,3,3,1,2,2,2,NA,NA,1,6,1,3
22655,1,1,NA,NA,1,1,NA,0,1,NA,NA,NA,1,1,1,0,1,NA,1,1,7,4,1,1,3,1,3,4,NA,NA,2,1,1,3
22657,0,0,1,5,0,0,1,0,0,1,2,1,0,0,0,0,0,2,2,5,5,5,2,2,4,2,2,3,3,4,3,5,1,3
22658,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,9,8,1,1,4,1,4,4,NA,NA,3,1,1,3
22659,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,5,9,7,3,2,1,2,4,4,3,5,1,1,1,3
22661,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,8,7,1,2,1,1,4,4,NA,NA,1,1,1,3
22663,0,0,2,3,0,0,3,0,0,4,4,4,0,0,0,0,0,4,1,3,7,7,2,3,2,2,4,2,NA,3,2,1,2,3
22667,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,7,9,1,2,1,1,4,4,NA,NA,1,1,1,3
22670,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,4,4,3,8,8,1,1,1,2,4,4,5,5,1,1,1,2
22671,0,0,1,1,0,0,1,0,0,2,1,1,0,0,0,0,0,2,4,5,5,4,2,1,3,2,3,3,5,5,2,1,1,3
22673,0,0,3,3,0,0,3,0,0,4,4,4,0,0,0,0,0,2,NA,3,8,7,2,2,1,1,NA,NA,NA,NA,1,1,1,3
22675,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,4,7,9,1,1,2,2,4,4,4,5,2,2,1,3
22677,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,8,8,3,2,3,1,4,3,NA,NA,2,2,1,3
22679,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,7,8,4,3,1,1,4,4,NA,NA,1,3,1,3
22680,0,0,1,2,0,0,2,0,0,2,2,2,0,0,0,0,0,2,3,3,7,7,2,3,4,2,4,4,3,4,3,1,1,3
22683,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,3,1,9,9,1,1,1,1,4,3,NA,NA,1,1,1,3
22685,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,1,0,0,NA,3,1,7,7,2,2,4,2,4,4,NA,NA,3,1,3,3
22690,0,0,1,2,0,0,2,0,0,1,3,1,0,0,0,0,0,4,NA,5,7,NA,NA,NA,3,1,NA,NA,NA,NA,2,NA,NA,4
22691,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,1,7,8,1,1,1,2,4,4,NA,NA,1,1,2,3
22692,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,8,5,2,2,1,2,4,4,NA,NA,1,1,1,3
22694,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,1,1,7,7,2,1,5,2,4,4,NA,NA,4,3,1,3
22695,0,0,1,1,0,0,2,0,0,1,4,1,0,0,0,0,0,2,5,5,7,7,1,1,2,1,2,2,5,5,2,1,1,3
22700,0,0,1,2,0,0,1,0,0,1,2,1,0,0,0,0,0,1,4,4,3,3,1,2,1,1,2,3,2,3,1,2,6,3
22707,0,0,2,3,0,0,1,0,0,1,2,2,0,0,0,0,0,1,2,4,7,6,1,1,4,2,2,2,NA,NA,3,2,2,2
22708,0,0,2,2,0,0,4,0,0,4,3,3,0,0,0,0,0,4,3,5,6,8,1,1,2,1,4,4,2,3,2,1,3,2
22712,0,0,NA,NA,0,1,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,7,8,1,1,1,1,4,4,NA,NA,1,3,1,3
22718,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,1,7,7,3,1,3,2,4,4,NA,NA,2,1,1,3
22724,0,0,2,1,0,0,2,0,0,3,2,2,0,0,0,0,0,2,2,4,7,8,2,2,4,2,3,3,3,4,3,1,1,3
22726,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,2,5,7,8,2,2,3,1,4,4,3,4,2,5,1,3
22731,0,0,2,2,0,0,3,0,0,2,3,2,1,0,0,0,0,2,1,5,7,5,2,2,3,1,4,4,4,5,2,2,1,3
22732,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,1,5,8,NA,2,NA,1,2,4,2,3,4,1,1,NA,3
22735,0,0,1,2,0,0,2,0,0,3,2,2,0,0,0,0,0,2,3,4,8,8,2,2,1,1,4,3,2,3,1,1,1,3
22736,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,7,7,1,1,1,1,4,4,NA,NA,1,5,1,1
22737,0,0,1,1,0,0,3,0,0,1,2,1,0,0,0,0,0,3,2,4,9,9,3,4,3,2,2,3,3,2,3,1,1,3
22739,0,0,1,2,0,0,2,0,0,1,2,1,0,0,0,0,0,2,2,3,7,7,2,3,2,2,4,4,2,3,2,1,1,3
22741,0,0,2,2,0,0,2,0,0,4,3,4,0,0,0,0,0,2,4,5,3,NA,3,NA,3,2,2,2,4,5,2,2,NA,3
22743,0,0,2,1,0,0,4,0,0,2,2,1,0,0,0,0,0,2,3,4,7,8,4,1,2,1,4,2,2,2,2,1,1,3
22745,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,4,2,5,8,2,1,3,1,4,4,NA,NA,2,4,6,3
22749,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,4,2,9,9,1,1,1,2,4,4,NA,NA,1,1,1,2
22750,0,0,1,5,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,4,8,3,3,3,2,1,4,4,4,5,2,5,1,3
22755,0,0,1,1,0,0,2,0,0,2,2,4,0,0,0,0,0,2,2,5,1,NA,2,NA,3,2,4,4,5,5,3,2,NA,2
22769,0,0,1,2,0,0,1,0,0,1,2,1,0,0,0,0,0,1,4,4,7,5,2,2,3,2,1,2,4,4,2,1,1,2
22770,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,2,4,7,8,1,1,2,1,2,4,5,5,2,1,1,3
22771,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,2,1,8,8,1,1,3,1,4,4,NA,NA,2,1,1,3
22779,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,3,5,8,7,1,2,2,2,4,4,3,5,2,1,1,3
22781,0,0,1,2,0,0,2,0,0,2,2,1,0,0,0,0,0,2,2,4,6,5,2,2,1,2,3,3,4,5,1,1,1,3
22785,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,7,4,2,2,2,2,4,4,NA,NA,2,1,1,3
22786,0,0,1,1,0,0,1,0,0,2,1,1,0,0,0,0,0,2,3,5,7,7,3,2,2,2,4,3,4,5,2,1,1,3
22788,0,0,2,1,0,1,2,0,0,1,4,4,1,0,0,1,0,5,3,4,7,6,3,3,3,1,2,2,3,1,2,1,1,3
22790,0,0,1,3,0,0,2,0,0,3,4,2,0,0,0,0,0,2,3,3,3,NA,2,NA,3,1,2,3,3,4,2,1,NA,4
22794,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,7,8,2,2,1,1,4,3,NA,NA,1,5,1,3
22799,0,0,2,2,0,0,2,0,0,1,3,2,0,0,0,0,0,2,1,3,8,9,2,1,2,1,4,4,5,5,2,1,1,3
22803,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,4,5,7,6,1,1,1,1,4,3,2,5,1,1,2,3
22804,0,0,2,2,0,0,2,0,0,2,2,3,0,0,0,0,0,2,3,3,9,8,3,2,1,2,3,3,2,2,1,1,1,3
22809,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,1,0,0,NA,NA,1,8,NA,NA,NA,3,1,NA,NA,NA,NA,2,NA,NA,4
22810,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,1,8,7,1,1,2,2,4,4,NA,NA,2,1,1,3
22814,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,1,4,8,NA,2,NA,2,2,4,4,3,4,2,2,NA,3
22822,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,9,7,2,3,1,1,3,3,NA,NA,1,1,5,3
22827,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,1,0,0,0,NA,2,2,3,5,1,1,1,1,4,4,NA,NA,1,5,1,3
22828,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,7,5,3,3,1,2,4,4,NA,NA,1,2,1,3
22829,0,0,1,2,0,0,1,0,0,1,2,1,0,0,0,0,0,1,3,3,3,NA,1,NA,3,2,3,4,3,4,2,2,NA,3
22834,0,0,1,4,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,3,6,4,1,1,4,1,2,2,5,5,3,1,1,3
22839,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,1,NA,1,1,7,7,2,2,3,1,4,4,NA,NA,3,1,2,3
22843,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,5,5,3,3,3,4,2,3,3,3,5,3,2,1,3
22848,0,0,2,3,0,0,1,0,0,2,2,2,0,0,0,0,0,1,4,3,8,8,2,2,1,1,1,4,3,3,1,2,1,3
22851,0,0,1,3,0,0,3,0,0,2,3,2,0,0,0,0,0,4,1,3,8,7,2,2,1,1,4,4,2,3,1,1,1,3
22852,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,3,1,4,5,2,2,4,1,4,4,NA,NA,3,2,1,3
22853,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,3,3,4,4,2,1,3,3,NA,NA,2,1,5,3
22855,0,0,1,3,0,0,4,0,0,2,2,1,0,1,0,0,0,4,2,4,7,6,3,2,3,2,4,3,3,4,2,5,1,3
22857,0,0,1,2,0,0,2,0,0,2,3,1,0,0,0,0,0,2,1,3,6,7,1,2,1,2,4,4,5,5,1,2,1,2
22860,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,1,NA,1,1,8,8,2,2,1,1,2,4,NA,NA,1,1,1,2
22861,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,5,4,5,NA,3,NA,3,2,2,2,2,1,2,1,NA,4
22865,0,0,4,2,0,0,2,0,0,2,3,4,1,0,0,0,0,2,4,5,5,NA,1,NA,2,2,2,2,3,4,2,4,NA,3
22866,0,0,1,3,0,0,1,0,0,5,3,5,0,0,0,0,0,2,2,4,4,3,2,2,4,2,2,2,2,2,3,1,1,2
22869,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,6,6,3,3,1,1,4,4,NA,NA,1,2,1,2
22874,0,0,2,3,0,0,2,0,0,2,2,2,0,0,0,0,0,1,2,4,5,7,2,2,5,2,4,4,2,3,4,5,1,3
22877,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,1,2,7,5,3,3,1,2,4,4,NA,NA,1,1,1,3
22878,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,4,8,7,1,1,3,2,3,3,2,3,2,4,1,2
22880,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,3,1,5,7,4,1,2,2,2,2,3,3,2,2,5,1,3
