"id","ak1","ak2","exp","cou","di1","di2","emo","wo1","poi","rbe","rhy","sso","tel","wo3","wo2","un1","un2","tur","st","age","gr1","gr2","mh1","mh2","bor","sex","rtc","ssc","owp","onp","nch","em1","em2","pan"
11,0,0,1,2,0,0,1,0,0,1,4,1,0,0,0,0,0,1,1,4,5,6,1,1,3,2,4,4,2,3,2,NA,1,3
18,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,7,6,2,2,2,2,2,3,NA,NA,2,2,1,3
25,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,5,7,3,2,2,3,2,2,4,3,2,2,1,1,3
29,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,1,3,4,3,3,1,3,1,1,3,4,3,4,1,2,5,3
34,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,5,2,7,7,1,1,1,2,4,4,NA,NA,1,1,1,2
37,0,0,1,3,0,0,1,0,0,1,4,2,0,0,0,0,0,2,4,3,8,8,2,2,2,2,3,4,3,3,2,1,5,2
39,0,0,1,2,0,0,2,0,0,2,3,2,0,0,0,0,0,2,4,4,7,3,3,3,1,2,2,3,3,5,1,1,5,2
59,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,2,4,5,NA,1,NA,3,2,4,4,3,2,3,2,NA,3
71,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,2,5,8,8,2,2,3,2,4,4,2,3,2,1,2,2
76,0,0,2,3,0,0,2,0,0,2,2,2,0,0,0,0,0,2,1,3,6,4,3,3,3,2,4,4,3,4,2,1,1,3
77,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,5,5,4,3,1,1,4,4,NA,NA,1,5,1,3
82,0,0,2,1,0,0,2,0,0,2,1,1,0,0,0,0,0,2,2,4,8,4,4,4,2,2,3,4,2,4,2,1,1,3
87,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,2,4,8,4,2,2,2,1,4,4,5,5,3,1,1,3
89,0,0,2,3,0,0,3,0,0,4,4,4,0,0,0,0,0,2,2,3,8,7,2,3,4,1,4,4,4,4,3,1,1,3
92,0,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,2,NA,5,7,NA,3,NA,1,2,2,2,2,2,1,1,NA,4
94,0,0,2,1,0,0,1,0,0,2,1,2,0,0,0,0,0,2,5,5,7,NA,3,NA,1,1,4,2,2,3,1,1,NA,3
101,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,1,NA,NA,2,6,NA,3,NA,1,1,NA,2,NA,NA,1,1,3,NA
106,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,2,4,8,5,3,1,3,1,4,4,5,5,2,1,1,3
107,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,4,5,NA,1,NA,3,2,4,4,5,5,2,1,NA,4
110,1,1,NA,NA,0,1,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,2,1,1,2,1,2,1,1,4,3,NA,NA,1,3,1,3
113,0,0,1,5,0,0,2,0,0,5,2,5,0,0,0,0,0,2,3,3,5,3,2,2,3,1,4,3,5,5,2,1,1,3
114,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,9,7,2,2,3,1,4,4,NA,NA,2,2,1,3
115,0,0,1,2,0,0,1,0,0,2,1,2,0,0,0,0,0,2,2,5,9,9,3,2,2,1,4,4,3,5,2,1,1,3
118,0,0,2,1,0,0,2,0,0,2,1,1,0,0,0,0,0,3,3,4,5,7,4,3,1,2,4,4,3,4,1,1,1,3
120,1,1,NA,NA,1,1,NA,0,1,NA,NA,NA,1,1,1,0,1,NA,1,1,7,7,3,2,1,2,4,4,NA,NA,1,1,1,3
121,0,0,2,1,0,0,2,0,0,3,3,4,0,0,0,0,0,2,3,4,7,7,2,2,1,1,4,4,4,5,1,1,1,3
128,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,7,NA,3,NA,2,1,3,3,NA,NA,2,1,NA,3
129,0,0,2,1,0,0,2,0,0,1,1,1,0,0,0,0,0,1,2,5,4,5,2,5,1,1,4,4,3,4,1,1,4,3
141,1,0,1,2,0,0,1,0,0,4,3,3,0,0,0,0,0,2,1,3,8,5,2,2,1,2,4,4,5,5,1,1,5,3
143,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,1,7,4,3,2,3,1,4,2,NA,NA,3,1,1,3
147,0,0,2,3,0,0,2,0,0,4,3,4,0,0,0,0,0,3,4,4,7,3,2,2,3,2,2,2,3,4,2,1,1,3
156,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,7,9,2,3,3,1,4,4,NA,NA,3,2,1,3
157,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,5,7,NA,2,NA,1,2,4,4,3,5,1,1,NA,3
159,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,4,2,7,3,4,2,4,1,3,2,NA,NA,3,5,1,3
163,1,1,5,5,0,0,5,0,0,5,4,5,1,1,0,0,0,2,2,3,3,3,2,3,2,2,1,2,2,2,2,1,5,3
173,0,0,1,2,0,0,1,0,0,2,3,2,0,0,0,0,0,2,4,3,2,6,1,1,1,2,4,4,4,5,1,NA,4,4
177,0,0,2,1,0,0,2,0,0,1,1,2,0,0,0,0,0,2,3,5,5,3,4,3,2,2,2,2,2,5,2,1,1,3
180,0,0,2,1,0,0,2,0,0,1,3,2,0,0,0,0,0,2,3,4,6,6,3,2,1,2,2,4,3,3,1,1,1,3
183,0,0,2,3,0,0,1,0,0,2,2,2,0,0,0,0,0,1,2,3,3,3,1,1,3,2,2,2,5,3,2,1,1,3
184,0,0,2,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,3,4,5,7,3,3,5,2,3,4,2,2,4,5,1,3
186,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,1,2,5,2,2,1,1,3,1,2,2,4,5,2,5,1,2
191,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3,5,3,3,1,1,4,2,4,4,3,3,3,6,5,3
192,0,0,1,3,0,0,2,0,0,2,2,1,0,0,0,0,0,2,5,4,3,3,3,1,2,1,2,2,2,3,2,4,1,3
198,1,1,NA,NA,0,0,NA,0,1,NA,NA,NA,1,1,1,0,0,NA,4,1,3,NA,3,NA,1,1,4,4,NA,NA,1,1,NA,3
200,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,7,8,4,2,1,1,4,4,NA,NA,1,1,4,2
205,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,2,5,7,NA,3,NA,1,1,4,3,4,3,1,1,NA,3
209,1,1,5,1,0,0,5,0,0,4,4,4,1,0,0,0,0,2,3,3,8,NA,3,NA,1,1,2,4,3,3,1,1,NA,3
216,0,0,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,5,3,NA,1,NA,1,2,2,1,4,5,1,1,NA,3
217,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,4,4,2,2,2,2,4,4,NA,NA,2,5,1,3
222,0,0,2,2,0,0,2,0,0,4,4,4,1,0,0,0,0,2,2,3,4,NA,2,NA,1,2,2,2,2,3,1,4,NA,3
228,0,0,2,3,0,0,1,0,0,2,3,1,0,0,0,0,0,2,3,3,5,NA,3,NA,3,1,3,4,4,4,2,1,NA,3
237,0,0,2,1,0,0,1,0,0,2,2,1,0,0,0,0,0,2,3,3,7,8,3,2,1,1,4,4,4,5,1,1,1,3
244,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,4,2,3,2,1,1,5,2,1,4,NA,NA,4,2,4,1
245,0,0,1,3,0,0,1,0,0,1,4,1,0,0,0,0,0,2,3,4,3,3,2,2,2,1,2,2,3,3,2,1,1,3
246,0,0,2,3,0,0,2,0,0,2,2,4,0,0,0,0,0,2,3,3,7,5,3,3,1,1,4,4,3,5,1,1,1,3
250,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,5,5,7,NA,4,NA,1,2,4,4,4,3,1,1,NA,3
252,0,0,1,3,0,0,1,0,0,2,2,1,0,0,0,0,0,2,5,4,7,3,2,2,2,2,2,3,4,4,2,1,1,3
256,1,1,NA,NA,1,1,NA,0,1,NA,NA,NA,1,1,1,0,1,NA,2,1,8,7,2,2,1,2,2,2,NA,NA,1,2,1,2
257,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,5,8,7,1,1,2,2,2,2,2,2,2,1,4,1
268,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,7,7,1,1,1,2,2,4,NA,NA,1,1,1,2
275,0,0,1,2,0,0,2,0,0,2,3,3,0,0,0,0,0,3,3,3,8,7,2,2,3,2,3,2,3,4,2,1,1,3
278,0,0,2,3,0,0,3,0,0,2,2,2,0,0,0,0,0,2,3,4,7,5,2,2,1,2,2,3,4,4,1,NA,NA,4
282,0,0,2,3,0,0,4,0,0,2,4,2,0,0,0,0,0,2,1,3,7,7,3,3,4,1,1,2,5,5,4,1,1,3
287,1,1,NA,NA,0,1,NA,0,1,NA,NA,NA,1,1,1,0,0,NA,1,1,5,5,3,3,1,1,4,4,NA,NA,1,2,1,3
298,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,1,5,1,3,2,1,1,4,4,NA,NA,1,5,1,3
299,1,1,NA,NA,1,1,NA,0,1,NA,NA,NA,1,1,1,0,1,NA,2,1,5,7,5,4,1,1,4,4,NA,NA,1,1,1,3
303,0,0,1,3,0,0,3,0,0,2,3,2,0,0,0,0,0,2,2,4,7,7,2,1,2,1,4,3,5,5,2,1,1,3
304,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,1,0,1,NA,4,1,5,4,4,2,1,2,2,4,NA,NA,1,5,1,3
310,0,0,1,2,0,0,2,0,0,2,1,1,0,0,0,0,0,4,3,5,3,5,1,1,1,2,4,4,4,4,1,1,1,3
319,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,2,2,9,7,3,3,1,1,3,4,NA,NA,1,1,1,2
322,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,1,0,2,3,5,9,7,1,3,1,2,4,4,4,5,1,1,2,3
323,0,0,1,1,0,0,1,0,0,2,2,2,0,0,0,0,0,3,1,4,8,9,2,2,1,1,4,3,4,4,1,1,1,3
330,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,2,7,5,3,2,3,2,4,4,NA,NA,2,5,1,3
332,0,0,1,1,0,0,1,0,0,1,4,1,0,0,0,0,0,4,2,3,4,6,1,1,1,1,4,4,5,5,1,1,1,3
340,0,0,1,2,0,0,2,0,0,2,2,2,1,0,0,0,0,2,4,4,8,6,2,1,2,1,4,4,4,5,2,1,1,3
341,1,1,5,4,1,0,5,0,0,4,4,4,1,0,0,0,1,3,3,3,3,3,1,1,4,1,3,2,NA,NA,3,1,1,3
346,0,0,2,3,0,0,2,0,0,2,3,3,0,0,0,0,0,2,2,3,6,6,1,1,3,1,4,4,4,5,2,1,NA,3
349,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,4,3,3,3,2,2,1,2,2,2,3,2,5,1,3
351,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,7,4,4,4,1,2,4,4,NA,NA,1,4,1,3
353,0,0,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3,5,6,5,1,1,2,1,2,3,3,3,2,5,1,3
355,0,0,3,3,0,0,4,0,0,1,3,5,1,0,0,0,0,2,4,3,2,5,3,1,3,2,4,4,2,2,4,4,1,3
357,0,0,2,1,0,0,2,0,0,2,1,2,0,0,0,0,0,2,2,5,5,7,2,2,2,1,4,4,4,5,2,5,1,3
358,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,5,7,NA,4,NA,3,2,2,2,3,4,2,1,NA,3
360,1,1,NA,NA,0,0,NA,1,0,NA,NA,NA,1,1,1,0,0,NA,2,2,7,7,1,1,4,1,2,2,NA,NA,3,1,5,3
361,0,0,2,3,0,0,1,0,0,1,4,1,0,0,0,0,0,2,3,4,5,4,3,1,1,2,4,4,4,5,1,2,1,3
364,1,1,NA,NA,0,1,NA,0,0,NA,NA,NA,1,1,1,0,1,NA,1,1,9,7,2,2,1,2,3,2,NA,NA,1,1,1,3
374,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,3,6,3,3,1,1,2,4,NA,NA,1,1,1,3
380,0,0,2,3,0,0,2,0,0,5,2,4,0,0,0,0,0,2,2,4,8,4,3,3,4,2,3,2,5,5,3,1,1,3
381,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,6,5,1,2,1,2,4,3,NA,NA,1,1,5,3
384,0,0,2,4,0,0,1,0,0,3,3,2,0,0,0,0,0,2,3,3,7,3,2,2,4,1,4,4,5,5,3,1,5,2
387,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,5,7,NA,NA,NA,1,1,3,3,2,3,1,NA,1,3
389,1,1,NA,NA,1,0,NA,0,1,NA,NA,NA,1,1,1,0,0,NA,3,1,6,5,2,2,1,1,2,4,NA,NA,1,1,1,3
391,0,0,3,3,0,0,4,0,0,4,3,4,0,0,0,0,0,4,1,3,5,4,4,3,4,2,2,2,2,3,3,5,1,3
392,1,1,NA,NA,0,1,NA,1,1,NA,NA,NA,1,1,1,0,1,NA,4,1,5,3,3,3,1,1,2,2,NA,NA,1,5,1,3
396,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,1,NA,1,2,3,1,1,1,3,1,2,2,NA,NA,2,5,1,2
400,0,0,2,1,0,0,2,0,0,2,3,2,0,0,0,0,0,2,4,5,3,6,2,2,3,1,3,2,3,3,2,1,1,2
402,0,0,2,1,0,0,3,0,0,1,2,1,0,0,0,0,0,2,3,4,3,4,3,3,1,1,2,2,3,3,1,1,1,3
406,0,0,2,4,0,0,4,0,0,1,4,4,0,0,0,0,0,2,3,3,6,9,1,1,5,2,4,4,4,5,4,5,1,3
407,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,0,1,NA,1,1,7,7,1,1,3,1,4,4,NA,NA,2,1,NA,3
409,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,5,5,5,1,1,2,2,4,4,2,3,3,2,1,3
411,0,0,2,2,0,0,2,0,0,1,1,1,0,0,0,0,0,2,3,4,3,NA,1,NA,3,2,4,4,5,5,2,5,NA,3
418,0,0,1,2,0,0,2,0,0,2,1,1,0,0,0,0,0,2,2,4,8,7,3,3,1,1,3,4,5,5,1,1,1,3
419,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,7,4,1,2,1,1,4,4,NA,NA,1,1,1,3
421,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,5,7,7,1,2,2,1,4,4,3,3,2,1,2,3
424,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,5,3,3,3,2,2,2,4,NA,NA,2,2,1,3
426,1,1,NA,NA,1,1,NA,0,1,NA,NA,NA,1,1,1,0,1,NA,3,1,6,6,1,1,3,1,4,4,NA,NA,2,1,1,3
437,1,1,NA,NA,0,1,NA,0,1,NA,NA,NA,1,1,0,0,0,NA,1,1,3,3,4,3,1,1,3,4,NA,NA,1,1,1,3
438,0,1,1,3,0,0,1,0,0,4,4,2,1,0,0,0,0,1,3,3,5,3,2,2,1,2,2,2,4,5,1,2,1,4
442,0,0,1,3,0,0,1,0,0,2,2,2,0,0,0,0,0,4,3,3,8,3,2,2,5,2,4,4,5,5,4,1,1,3
449,0,0,3,3,0,0,1,0,0,4,2,4,0,0,0,0,0,2,5,4,7,7,1,2,1,2,2,3,2,2,1,1,1,2
455,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,5,7,5,3,3,2,1,3,2,4,4,2,2,1,3
459,0,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,1,2,4,5,6,2,2,1,1,4,4,3,4,1,2,1,3
460,1,1,NA,NA,0,1,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,1,1,7,8,2,2,1,2,4,4,NA,NA,1,1,3,3
463,0,0,1,2,0,0,2,0,0,1,1,1,0,0,0,0,0,2,5,4,5,8,2,2,2,2,4,4,3,5,2,1,1,3
464,1,0,1,3,0,0,1,0,0,1,1,1,1,0,0,0,0,2,4,3,7,NA,1,NA,1,2,4,4,2,4,1,1,NA,2
472,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,7,NA,3,NA,1,1,4,4,NA,NA,1,1,NA,3
474,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,0,1,NA,2,1,4,8,1,2,3,1,3,4,NA,NA,2,1,1,3
477,0,0,2,2,0,0,1,0,0,3,2,2,0,0,0,0,0,2,2,4,8,8,3,2,2,2,3,3,4,5,2,1,1,3
486,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,6,7,1,1,3,1,4,4,NA,NA,3,1,5,3
493,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,2,1,7,7,2,2,3,1,2,2,NA,NA,2,4,1,3
500,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,4,5,7,7,1,1,2,2,3,4,2,4,2,5,1,3
504,0,0,2,4,0,0,1,0,0,1,2,2,0,0,0,0,0,1,3,3,5,7,2,1,3,1,2,2,3,3,3,1,1,3
505,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,4,3,5,3,NA,1,NA,1,1,2,2,3,3,1,2,NA,2
511,1,1,NA,NA,1,1,NA,0,0,NA,NA,NA,1,1,0,1,1,NA,2,1,8,9,1,1,1,2,3,3,NA,NA,1,1,1,3
513,0,0,1,3,0,0,2,0,0,1,2,2,0,0,0,0,0,2,1,3,9,5,2,3,1,1,4,4,2,3,1,1,1,3
515,0,0,1,3,0,0,2,0,0,5,4,5,0,0,0,0,0,2,3,3,8,7,2,1,3,1,4,3,5,5,2,1,1,3
518,0,0,1,2,0,0,1,0,0,1,3,4,0,0,0,0,0,2,3,3,6,4,4,3,1,2,4,4,4,5,1,1,1,3
522,0,0,1,2,0,0,1,0,0,4,2,1,0,0,0,0,0,4,5,5,7,7,1,1,1,1,2,4,4,4,1,2,2,2
524,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,5,8,9,1,1,1,1,4,4,4,5,1,1,1,2
526,1,1,NA,NA,0,0,NA,0,1,NA,NA,NA,1,1,1,0,0,NA,1,2,8,8,1,2,1,1,4,1,NA,NA,1,1,1,3
527,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,1,7,8,4,4,1,1,4,4,NA,NA,1,1,5,3
531,0,0,2,3,0,0,2,0,0,2,4,3,0,0,0,0,0,2,2,3,7,7,3,3,1,2,1,1,2,2,1,1,1,2
534,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,1,0,0,NA,2,1,8,7,2,2,4,1,4,4,NA,NA,3,1,1,2
542,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,5,2,8,8,2,2,2,1,4,4,NA,NA,2,1,1,3
544,0,0,2,1,0,0,2,0,0,2,2,2,0,0,0,0,0,2,2,5,8,9,2,2,2,2,3,3,3,3,3,1,1,2
546,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,8,8,1,2,3,1,3,2,NA,NA,2,1,1,3
547,0,0,1,1,0,0,3,0,0,1,2,1,0,0,0,0,0,2,1,4,8,8,3,2,3,1,4,4,3,4,2,1,1,3
548,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,8,9,2,2,1,2,4,4,NA,NA,1,1,1,3
552,0,0,1,3,0,0,2,0,0,1,3,2,0,0,0,0,0,3,1,3,7,8,5,3,1,2,4,4,2,4,1,1,1,3
563,1,1,NA,NA,1,1,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,2,1,5,5,1,1,2,2,4,4,NA,NA,2,5,1,3
564,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,1,0,0,NA,1,1,4,4,2,2,1,2,4,4,NA,NA,1,1,1,3
569,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,4,2,6,6,1,1,3,2,3,2,NA,NA,2,4,1,3
573,0,0,1,2,0,0,1,0,0,4,3,4,0,0,0,0,0,3,2,3,5,8,2,2,2,2,4,4,4,4,2,3,1,3
582,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,4,2,4,7,2,4,1,2,2,2,NA,NA,1,1,1,3
586,0,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,2,3,4,7,7,2,2,4,2,4,4,4,5,4,5,1,3
597,1,1,5,2,1,1,4,0,1,4,4,5,1,1,1,0,1,2,4,3,9,5,2,3,1,2,2,4,1,2,1,1,5,3
608,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,2,4,8,7,1,1,3,2,2,4,5,5,2,1,1,3
622,0,0,1,3,0,0,1,0,0,1,3,3,0,0,0,0,0,3,5,4,5,6,1,2,1,1,2,4,1,2,1,1,1,2
629,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,7,7,2,1,2,2,3,3,NA,NA,2,1,1,3
632,0,0,1,3,0,0,2,0,0,4,3,3,0,0,0,0,0,2,1,3,7,9,4,1,1,2,4,4,4,5,1,1,1,3
638,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,1,7,6,2,3,3,2,3,3,NA,NA,2,1,1,3
639,0,0,2,3,0,0,2,0,0,4,4,2,0,0,0,0,0,1,NA,3,7,NA,NA,NA,3,1,NA,NA,NA,NA,3,NA,NA,4
640,0,0,1,3,0,0,2,0,0,1,2,1,1,0,0,0,0,2,2,4,7,7,3,1,3,2,4,4,2,2,2,2,1,3
642,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,7,8,4,3,5,1,4,4,NA,NA,4,1,2,3
646,0,0,1,1,0,0,2,0,0,4,2,4,0,0,0,0,0,2,5,4,8,7,5,3,4,2,3,4,3,4,4,1,1,3
649,0,0,1,2,0,0,2,0,0,1,1,2,0,0,0,0,0,2,1,5,6,NA,3,NA,1,2,2,2,2,2,1,1,NA,3
657,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,6,2,1,1,1,2,3,4,NA,NA,1,1,2,2
659,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,8,7,1,1,1,2,4,4,NA,NA,1,1,1,2
668,0,0,1,1,0,0,1,0,0,1,1,2,0,0,0,0,0,1,5,5,5,5,2,2,4,1,2,4,1,1,3,1,1,2
669,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,2,8,NA,3,NA,1,2,4,4,NA,NA,1,2,NA,2
673,0,0,1,3,0,0,1,0,0,5,4,4,0,0,0,0,1,2,2,5,3,NA,3,NA,2,1,3,3,2,2,2,2,NA,2
675,0,0,2,2,0,0,2,0,0,4,2,2,0,0,0,0,0,2,2,3,8,NA,2,NA,1,1,3,3,2,4,1,1,NA,3
679,0,0,1,1,0,0,1,0,0,1,1,2,0,0,0,0,0,5,3,5,5,3,2,1,1,2,4,4,2,3,1,1,6,2
682,0,0,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,5,7,8,1,1,3,1,2,2,2,3,2,1,1,2
683,0,1,3,3,0,1,2,0,0,3,3,5,1,0,0,0,0,2,2,3,7,NA,1,NA,1,2,1,2,3,4,1,4,NA,2
686,0,0,2,3,0,0,3,0,0,2,4,4,0,0,0,0,0,2,1,3,7,7,3,3,3,2,4,4,2,2,3,2,1,2
693,1,1,NA,NA,1,1,NA,0,0,NA,NA,NA,1,1,1,0,0,NA,1,1,8,5,3,3,4,1,NA,4,NA,NA,3,1,5,3
699,1,1,NA,NA,1,1,NA,0,1,NA,NA,NA,1,1,1,0,1,NA,1,1,3,3,2,1,1,1,3,3,NA,NA,1,1,1,3
700,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,3,1,1,1,1,1,1,2,4,4,NA,NA,1,5,5,3
703,0,0,4,3,0,0,2,0,0,4,3,4,1,0,0,0,0,2,3,4,7,4,2,2,3,2,3,3,3,4,2,1,1,3
706,0,0,1,3,0,0,2,0,0,1,2,1,0,0,0,0,0,2,1,3,6,5,2,2,2,2,4,4,5,5,2,5,1,3
714,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,3,7,6,1,1,3,2,4,4,3,3,2,2,1,3
727,0,0,1,2,0,0,2,0,0,2,1,2,0,0,0,0,0,2,4,4,7,6,3,3,1,1,2,4,4,5,1,1,5,3
729,0,0,2,2,0,0,2,0,0,2,2,2,0,0,0,0,0,2,2,4,3,NA,3,NA,3,2,2,2,3,4,2,1,NA,4
730,0,0,4,3,0,0,3,0,0,1,4,3,1,0,0,0,0,3,5,3,7,7,5,1,4,1,4,4,1,1,3,1,4,1
732,0,0,3,3,0,0,2,0,0,4,3,4,1,0,0,0,0,2,3,4,9,8,4,4,1,2,4,3,3,2,1,1,1,3
741,0,0,4,3,0,0,2,0,0,4,4,4,1,0,0,0,0,2,2,3,7,7,3,3,3,1,4,4,4,4,2,2,1,3
750,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,4,2,7,3,2,2,1,2,1,2,NA,NA,1,1,1,2
754,1,1,NA,NA,0,0,NA,0,1,NA,NA,NA,1,1,1,0,0,NA,1,1,8,8,2,2,1,2,4,4,NA,NA,1,1,2,3
769,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,4,2,5,5,1,1,3,2,3,3,NA,NA,2,1,1,2
770,0,0,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,2,1,4,7,3,1,1,1,1,4,3,5,5,1,1,1,3
775,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,3,3,5,7,7,1,1,2,1,4,4,2,3,2,2,1,3
782,0,0,1,3,0,0,2,0,0,2,3,2,0,0,0,0,0,2,3,3,8,7,1,1,4,1,2,2,3,4,3,1,1,3
791,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3,5,3,6,3,3,3,1,2,2,5,5,2,5,1,2
796,0,0,1,3,0,0,2,0,0,2,2,2,0,0,0,0,0,3,3,4,3,NA,3,NA,2,2,2,2,2,2,2,2,NA,3
799,0,0,2,2,0,0,4,0,0,3,2,3,0,0,0,0,0,2,3,5,5,NA,3,NA,1,2,2,2,2,3,1,1,NA,3
802,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,1,5,6,7,1,1,1,2,3,3,2,4,1,1,1,3
806,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,3,6,1,1,1,1,4,3,NA,NA,1,1,2,3
